Name,Age,Gender,Email,Phone No.,Programming_Skills,Coding_Skills_Years,Job_Experience_NumCompanies,Previous_Salary,Desired_Salary,Projects,Internships,Education,Gap_Years,Shortlisting_class
Agastya Jayaraman,52,Male,agastya.jayaraman54@gmail.com,8990480144,10,12,5,2148782,2854373,10,3,M.Tech,0,Shortlisted
Gagan Goda,51,Male,gagan.goda94@gmail.com,6391779320,0,0,1,913919,1774947,0,1,Diploma,2,Rejected
Kalpit Goda,31,Male,kalpit.goda97@outlook.com,9700764426,4,12,3,3957977,5109182,6,1,BSc Computer Science,0,Shortlisted
Sneha Konda,30,Female,sneha.konda18@outlook.com,9954584670,5,13,3,1634781,1847195,18,2,M.Tech,0,Shortlisted
Manbir Hari,39,Male,manbir.hari37@yahoo.com,6397946195,3,0,1,164804,201981,1,0,MBA,4,Rejected
Theodore Krishna,32,Male,theodore.krishna80@outlook.com,6258731070,10,4,5,3852908,4609123,6,2,B.E.,0,Shortlisted
Zayyan Mall,38,Male,zayyan.mall36@gmail.com,6665022480,2,0,2,69025,111461,4,0,Diploma,2,Rejected
Charvi Dua,40,Female,charvi.dua6@outlook.com,8202470718,3,10,3,3901561,5297922,6,5,M.Tech,0,Shortlisted
Om Gulati,24,Male,om.gulati21@outlook.com,6950911168,0,3,0,675477,954500,0,1,B.E.,4,Rejected
Ekapad Sibal,40,Male,ekapad.sibal23@outlook.com,8504731202,9,12,3,4424012,5333410,8,5,BSc Computer Science,0,Shortlisted
Krishna Bose,30,Male,krishna.bose56@outlook.com,6937361267,10,12,4,2237193,2531620,19,4,B.E.,1,Shortlisted
Amol Rout,28,Male,amol.rout36@yahoo.com,9464461883,0,3,1,246433,349331,4,0,MBA,3,Shortlisted
Ira Warrior,26,Female,ira.warrior47@gmail.com,9808336154,10,12,4,2383974,3050144,16,3,B.E.,0,Shortlisted
Jyoti Shenoy,51,Female,jyoti.shenoy82@yahoo.com,6919179759,2,0,1,333504,622874,2,0,BCA,0,Rejected
Rohan Nagi,44,Male,rohan.nagi88@yahoo.com,7883826828,5,14,2,4064172,5274813,15,1,B.E.,0,Shortlisted
Harrison Dani,37,Male,harrison.dani54@yahoo.com,9793312123,5,11,4,1402060,1695964,20,3,B.E.,0,Shortlisted
Jason Anne,43,Male,jason.anne58@yahoo.com,6789640711,3,12,3,3198618,3692745,11,2,B.E.,1,Shortlisted
Edhitha Raval,45,Female,edhitha.raval84@yahoo.com,8699065790,3,1,0,634878,1230138,4,0,B.E.,3,Rejected
Benjamin Upadhyay,30,Male,benjamin.upadhyay95@outlook.com,6206356328,4,7,4,1285721,1791103,7,1,M.Tech,0,Shortlisted
Nirja Boase,37,Female,nirja.boase92@outlook.com,8608201807,1,2,2,561559,766181,2,0,BSc Computer Science,2,Rejected
Ranbir Narain,51,Male,ranbir.narain18@gmail.com,7774396402,0,2,1,818010,1429699,4,0,MBA,3,Rejected
Samarth Sehgal,44,Male,samarth.sehgal47@gmail.com,9623628171,6,8,4,1292244,1704473,9,2,M.Tech,0,Shortlisted
Faris Gour,36,Male,faris.gour65@outlook.com,9494427796,6,6,5,1197261,1344172,9,4,M.Tech,0,Shortlisted
Upasna Date,26,Female,upasna.date26@yahoo.com,8448554944,2,2,0,63970,112938,4,1,MBA,2,Rejected
Irya Kakar,25,Female,irya.kakar57@gmail.com,9240451870,9,5,2,3595764,4479913,12,1,M.Tech,0,Shortlisted
Jagat Dhar,29,Male,jagat.dhar63@gmail.com,6900785289,3,9,2,3296732,3901408,19,4,M.Tech,1,Shortlisted
Pallavi Dada,25,Female,pallavi.dada10@yahoo.com,8931932275,0,3,0,691730,1307482,4,1,MCA,2,Rejected
Kashvi Bansal,26,Female,kashvi.bansal46@outlook.com,8695563140,0,0,0,613570,859481,4,1,B.E.,4,Rejected
Balhaar Gade,43,Male,balhaar.gade69@gmail.com,7583930505,10,9,2,3402507,4080805,6,4,B.E.,0,Shortlisted
Manbir Bahl,44,Male,manbir.bahl49@gmail.com,6241796632,6,10,4,4216762,5880780,8,3,BSc Computer Science,0,Rejected
Falguni Bandi,40,Female,falguni.bandi53@gmail.com,9717428654,7,13,4,995737,1297856,17,2,B.E.,0,Shortlisted
Dayamai Mangat,29,Female,dayamai.mangat21@outlook.com,9957571180,2,3,1,289960,426627,4,1,MBA,1,Shortlisted
Vaishnavi Singh,44,Female,vaishnavi.singh77@yahoo.com,7439669974,1,2,1,780999,1354838,0,1,BCA,1,Rejected
Max Chana,31,Male,max.chana19@yahoo.com,8156180585,3,11,3,1971486,2425564,14,2,B.E.,0,Rejected
Advik Konda,27,Male,advik.konda96@yahoo.com,7918852233,7,12,5,3057433,4096096,16,3,M.Tech,0,Shortlisted
Tara Batta,28,Female,tara.batta76@yahoo.com,9685919571,2,1,0,674308,1238230,4,0,MSc,0,Rejected
Jalsa Mitter,25,Female,jalsa.mitter17@gmail.com,7506766812,1,2,0,391528,611352,2,0,MBA,0,Shortlisted
Libni Barad,34,Female,libni.barad54@gmail.com,9785270118,7,11,5,4091303,4898249,20,1,B.E.,0,Shortlisted
Harini Prabhakar,28,Female,harini.prabhakar50@yahoo.com,9524362501,9,12,5,4253671,5616049,18,4,M.Tech,0,Shortlisted
Qushi Sagar,45,Female,qushi.sagar14@yahoo.com,6471338400,4,15,5,1633721,1827830,18,3,BSc Computer Science,0,Shortlisted
Libni Char,45,Female,libni.char56@yahoo.com,7485945890,0,1,2,268970,497727,0,1,B.E.,0,Rejected
Yagnesh Din,51,Male,yagnesh.din41@yahoo.com,9297802185,2,0,0,770336,1306459,0,0,BSc Computer Science,0,Rejected
Zayan Goyal,49,Male,zayan.goyal45@yahoo.com,8490883035,9,14,2,2580786,2897282,13,5,MCA,0,Shortlisted
George Raman,42,Male,george.raman84@gmail.com,8907953420,1,2,0,447691,621733,4,1,MBA,3,Rejected
Niharika Garg,31,Female,niharika.garg18@yahoo.com,9234783850,1,3,1,621612,1080149,4,1,B.E.,3,Rejected
Qadim Prashad,24,Male,qadim.prashad29@outlook.com,8873377249,4,12,2,1636601,2013437,18,2,BSc Computer Science,0,Shortlisted
Balendra Pillai,27,Male,balendra.pillai4@yahoo.com,7457393646,3,3,1,140319,250741,3,0,B.E.,0,Rejected
Ucchal Rajagopalan,23,Female,ucchal.rajagopalan33@yahoo.com,7265135708,8,9,2,1723513,2246547,9,3,BSc Computer Science,0,Shortlisted
Aarav Narayanan,51,Male,aarav.narayanan17@yahoo.com,9824916693,1,1,2,226566,317026,1,1,MCA,3,Rejected
Udant Bedi,22,Male,udant.bedi13@outlook.com,9719833972,0,3,0,780839,1164901,0,1,MCA,1,Rejected
Aashi Chadha,38,Female,aashi.chadha76@gmail.com,7349702617,1,1,2,430655,650659,2,1,MSc,0,Shortlisted
Libni Muni,22,Female,libni.muni88@gmail.com,7594088998,3,10,3,820703,1059641,9,4,B.E.,0,Shortlisted
Zilmil Bora,45,Female,zilmil.bora23@gmail.com,7875318785,3,1,0,739108,974929,3,0,BSc Computer Science,2,Rejected
Manya Sundaram,26,Female,manya.sundaram40@yahoo.com,9623854459,2,2,0,358283,482305,2,1,BSc Computer Science,0,Rejected
Yashoda Chatterjee,53,Female,yashoda.chatterjee47@gmail.com,9722683975,1,1,0,871497,1503467,4,0,MBA,1,Rejected
Andrew Doshi,29,Male,andrew.doshi66@yahoo.com,9365444317,0,0,0,755947,1168515,2,0,MBA,3,Rejected
Girindra Bajwa,47,Male,girindra.bajwa43@outlook.com,9299938446,1,3,2,257178,479133,0,1,M.Tech,1,Rejected
Amaira Modi,33,Female,amaira.modi15@outlook.com,7598814429,2,3,2,314115,399887,3,1,MCA,0,Rejected
Chatura Kamdar,23,Male,chatura.kamdar25@gmail.com,6345634822,7,13,3,1981354,2437094,8,1,B.E.,0,Rejected
Rachita Bali,50,Female,rachita.bali97@outlook.com,9135444058,3,5,3,1376986,1901121,18,2,BSc Computer Science,0,Shortlisted
Bhanumati Balan,51,Female,bhanumati.balan64@outlook.com,8512693133,2,0,2,136307,169137,4,1,MBA,1,Rejected
Fiyaz Tailor,34,Male,fiyaz.tailor12@yahoo.com,6454030871,3,4,2,3718109,5072934,18,2,B.E.,0,Shortlisted
Rayaan Garg,38,Male,rayaan.garg53@yahoo.com,8801995525,5,11,5,3317283,4017383,11,3,BSc Computer Science,0,Shortlisted
Warjas Cherian,30,Male,warjas.cherian74@yahoo.com,9274925052,5,12,5,894498,1089434,11,2,B.E.,0,Shortlisted
Nitesh Peri,29,Male,nitesh.peri20@outlook.com,9367988074,9,13,4,2364961,2968405,18,2,B.E.,0,Shortlisted
Ekaja Pall,38,Female,ekaja.pall83@gmail.com,9303775004,8,5,2,1820181,2466480,11,1,B.E.,0,Shortlisted
Simon Prasad,30,Male,simon.prasad49@outlook.com,6595722898,9,9,4,1459605,1928172,5,1,B.E.,0,Shortlisted
Nikita Brar,24,Female,nikita.brar72@yahoo.com,7161591778,0,0,1,596134,1153639,3,1,MBA,3,Rejected
Ati Borah,42,Female,ati.borah16@yahoo.com,9191537883,4,10,3,1343697,1873203,8,1,BSc Computer Science,0,Shortlisted
Laban Kumer,53,Male,laban.kumer67@gmail.com,8434588482,2,2,1,670825,832299,1,1,MCA,0,Rejected
Amaira Patla,53,Female,amaira.patla75@outlook.com,7984524525,2,3,2,714979,902734,3,1,B.E.,0,Rejected
Jatin Ray,37,Male,jatin.ray46@gmail.com,8163409777,9,14,2,1706857,2140853,11,4,BSc Computer Science,1,Shortlisted
Ojasvi Wali,33,Female,ojasvi.wali32@outlook.com,9778291633,8,9,2,4382344,5542933,17,1,B.E.,0,Shortlisted
Varsha Chaudry,37,Female,varsha.chaudry11@outlook.com,7289475685,3,2,1,579604,984202,2,1,MBA,0,Shortlisted
Sai Nayak,50,Female,sai.nayak6@outlook.com,8390529272,2,1,0,294645,554986,2,1,MCA,1,Rejected
Ronith Gara,30,Male,ronith.gara21@outlook.com,9838965017,3,9,5,1632382,1919920,17,5,MCA,1,Shortlisted
Aarna Keer,53,Female,aarna.keer68@gmail.com,9774724808,3,13,2,3298388,4211054,13,2,BSc Computer Science,0,Shortlisted
Jackson Nadkarni,24,Male,jackson.nadkarni41@yahoo.com,7678152309,2,0,0,72102,118544,2,1,B.E.,3,Rejected
Hredhaan Ratti,40,Male,hredhaan.ratti22@outlook.com,7842359808,1,2,0,721924,1121668,4,1,MBA,2,Rejected
Vaishnavi Sampath,27,Female,vaishnavi.sampath91@yahoo.com,7184801941,1,1,1,64670,80023,1,1,MCA,0,Rejected
Amara Sant,21,Female,amara.sant61@gmail.com,7454262971,3,2,1,634162,880059,1,1,Diploma,0,Rejected
Neelima Savant,47,Female,neelima.savant91@outlook.com,7117344115,3,15,5,4479076,5052473,12,5,BSc Computer Science,0,Rejected
Samaksh Bath,51,Male,samaksh.bath50@yahoo.com,7277632754,4,4,2,2960174,3508650,5,3,M.Tech,0,Shortlisted
Ryan Master,45,Male,ryan.master32@gmail.com,9418546933,3,3,0,203461,254769,2,0,MCA,0,Rejected
Xiti Krish,34,Female,xiti.krish20@outlook.com,8358064867,5,11,5,1756912,2147872,19,4,M.Tech,0,Shortlisted
Girindra Tandon,46,Male,girindra.tandon10@gmail.com,6732557205,1,3,0,247283,308758,1,1,BSc Computer Science,2,Rejected
Suhani Maharaj,22,Female,suhani.maharaj36@outlook.com,9415082115,5,7,5,2927122,3345744,16,3,B.E.,0,Shortlisted
Niharika Ramachandran,25,Female,niharika.ramachandran33@yahoo.com,9844988220,5,11,4,923266,1048606,8,4,B.E.,0,Shortlisted
Ryan Purohit,52,Male,ryan.purohit90@yahoo.com,8753054886,1,3,2,677572,1184119,1,1,MBA,1,Rejected
Darsh Mallick,22,Male,darsh.mallick79@outlook.com,6954072164,3,7,4,921935,1229376,6,3,B.E.,1,Shortlisted
Yadavi Parikh,24,Female,yadavi.parikh61@yahoo.com,9517545960,1,3,1,66691,99920,0,1,Diploma,4,Rejected
Upadhriti Lall,23,Female,upadhriti.lall3@gmail.com,8395342698,5,13,2,1752003,2151660,15,2,MCA,0,Shortlisted
Ronith Dave,25,Male,ronith.dave8@gmail.com,9429449436,3,0,0,264767,434619,4,0,MCA,2,Rejected
Ayushman Ravi,30,Male,ayushman.ravi73@outlook.com,9537334984,7,9,3,1989299,2412763,9,3,B.E.,0,Shortlisted
Benjamin Rajagopal,38,Male,benjamin.rajagopal36@gmail.com,8935179008,3,14,2,3541615,4717997,19,1,BSc Computer Science,1,Shortlisted
Ranveer Hora,42,Male,ranveer.hora87@outlook.com,6924069583,1,3,0,875326,1493896,1,0,BSc Computer Science,3,Rejected
Yug Dey,41,Male,yug.dey5@yahoo.com,6198288792,5,4,3,1198435,1533917,18,2,B.E.,0,Shortlisted
Andrew Chaudhary,47,Male,andrew.chaudhary97@outlook.com,8794582095,2,0,0,132890,218838,0,1,MBA,0,Rejected
Neel Anand,28,Male,neel.anand46@gmail.com,8428187669,0,1,0,476108,832088,4,1,MSc,4,Rejected
Amara Gour,46,Female,amara.gour83@gmail.com,9859454066,2,0,1,825650,1590595,3,1,BCA,3,Rejected
Lajita Karnik,27,Female,lajita.karnik51@outlook.com,7563996152,0,2,2,149638,266813,3,0,MCA,2,Rejected
Riya Nair,47,Female,riya.nair27@yahoo.com,6260276138,6,13,3,1886407,2533210,9,2,B.E.,1,Shortlisted
Darpan Choudhary,32,Male,darpan.choudhary33@gmail.com,6935024323,1,3,1,77412,152481,3,1,BSc Computer Science,1,Rejected
Chatresh Mital,42,Male,chatresh.mital42@yahoo.com,9220405988,1,1,2,785224,1251396,0,0,MBA,3,Rejected
Nakul Malhotra,41,Male,nakul.malhotra52@gmail.com,6857212779,3,3,1,565561,1024506,3,0,MBA,2,Rejected
Pallavi Mohan,35,Female,pallavi.mohan14@yahoo.com,6147390313,3,2,2,294619,583738,4,1,M.Tech,3,Rejected
Vritti Toor,34,Female,vritti.toor63@yahoo.com,9284678127,9,15,5,2607305,3116845,17,4,M.Tech,0,Shortlisted
Anjali Srinivasan,40,Female,anjali.srinivasan61@yahoo.com,7841665919,3,7,5,1709614,1909863,20,2,B.E.,0,Shortlisted
Henry Mutti,50,Male,henry.mutti69@gmail.com,7314198158,0,2,2,544517,742416,4,0,MSc,2,Rejected
Amrita Chaudhry,23,Female,amrita.chaudhry28@outlook.com,8593072008,1,0,1,987324,1407520,2,1,B.E.,2,Rejected
Hemangini Biswas,42,Female,hemangini.biswas34@gmail.com,7414150012,1,1,0,428633,837683,3,1,MSc,1,Rejected
Dalbir Jha,32,Male,dalbir.jha96@yahoo.com,6198074863,1,1,2,661273,929276,2,0,B.E.,1,Rejected
Logan Verma,36,Male,logan.verma90@yahoo.com,9418205585,6,13,3,2182462,2855216,16,1,BSc Computer Science,0,Shortlisted
Radhika Mangal,27,Female,radhika.mangal6@gmail.com,9810544597,1,0,0,189362,238530,3,1,BCA,2,Rejected
Alka Khare,31,Female,alka.khare83@yahoo.com,6797893922,1,2,1,555392,1080768,2,1,M.Tech,1,Rejected
Thomas Khurana,26,Male,thomas.khurana94@gmail.com,8770557885,3,0,2,243579,350499,2,1,BSc Computer Science,1,Rejected
Jagdish Krishnamurthy,41,Male,jagdish.krishnamurthy82@yahoo.com,6956175386,2,3,0,546701,788610,0,1,M.Tech,0,Shortlisted
Yashica Shukla,23,Female,yashica.shukla75@outlook.com,6455480925,5,10,2,1753404,2287802,17,1,BSc Computer Science,0,Shortlisted
Nitara Nath,25,Female,nitara.nath76@outlook.com,7320608145,2,0,1,608707,1009950,4,0,MSc,3,Rejected
Charan Joshi,32,Male,charan.joshi66@yahoo.com,8888143968,1,2,2,130167,221860,1,1,M.Tech,3,Shortlisted
Triya Yogi,33,Female,triya.yogi3@yahoo.com,7879945420,0,2,1,757961,1421591,4,0,Diploma,2,Rejected
Chaman Nagy,49,Female,chaman.nagy10@yahoo.com,6502531017,3,2,0,211828,302143,0,0,MBA,2,Rejected
Hiral Kalla,28,Female,hiral.kalla33@yahoo.com,6384085490,9,12,4,3929709,4686533,5,4,B.E.,0,Shortlisted
Jalsa Chander,36,Female,jalsa.chander76@yahoo.com,8187925344,1,1,1,487567,586004,2,0,MBA,0,Rejected
Garima Borra,38,Female,garima.borra58@yahoo.com,9397191649,5,12,3,2747310,3639151,6,3,B.E.,0,Shortlisted
Advay Goswami,42,Male,advay.goswami70@gmail.com,9342547271,3,12,3,2495438,3249806,17,1,MCA,0,Shortlisted
Ishaan Kumer,38,Male,ishaan.kumer68@yahoo.com,6651616515,8,6,3,1436486,1665007,6,2,M.Tech,0,Shortlisted
Odika Dixit,35,Female,odika.dixit41@yahoo.com,7629922619,9,12,4,1006233,1206012,17,3,BSc Computer Science,0,Shortlisted
Jeevika Venkatesh,27,Female,jeevika.venkatesh12@outlook.com,7103949700,2,1,0,722556,1286239,1,1,BSc Computer Science,0,Rejected
Yashica Johal,44,Female,yashica.johal73@yahoo.com,8460470179,0,1,2,909988,1594721,2,1,M.Tech,1,Shortlisted
Yatan Pau,52,Male,yatan.pau64@gmail.com,9376969951,7,4,2,1125583,1510393,7,2,B.E.,0,Shortlisted
Mahika Chhabra,33,Female,mahika.chhabra8@outlook.com,7478145521,9,10,2,3366502,4503220,6,1,B.E.,1,Shortlisted
Henry Rao,21,Male,henry.rao3@gmail.com,7288363843,3,0,2,570986,1106808,3,1,BSc Computer Science,3,Rejected
Baghyawati Ranganathan,39,Female,baghyawati.ranganathan45@yahoo.com,8232096738,3,2,1,693342,1336543,1,0,MCA,4,Rejected
Balhaar Sheth,32,Male,balhaar.sheth8@yahoo.com,9279525915,8,5,5,3417099,4542620,11,2,B.E.,0,Shortlisted
Wyatt Nayar,32,Male,wyatt.nayar13@outlook.com,8715665857,3,3,2,798477,1498514,4,0,Diploma,0,Rejected
Yagnesh Char,34,Male,yagnesh.char54@gmail.com,7339193041,4,5,2,4388032,5141510,6,3,B.E.,0,Shortlisted
Chaman Ghosh,43,Female,chaman.ghosh1@yahoo.com,6121894467,2,2,0,934322,1374531,1,0,M.Tech,1,Rejected
Anita Chakraborty,49,Female,anita.chakraborty15@outlook.com,6947837090,4,9,2,3029865,4096970,8,4,B.E.,0,Shortlisted
Devika Kanda,28,Female,devika.kanda74@outlook.com,7541077483,0,3,0,480507,678761,2,1,B.E.,0,Rejected
Ekaja Bose,49,Female,ekaja.bose45@yahoo.com,8503262556,1,1,0,568007,982283,1,0,MCA,2,Rejected
Krishna Agrawal,22,Male,krishna.agrawal42@outlook.com,6560561031,5,11,2,1899843,2398224,17,4,M.Tech,0,Shortlisted
Isaac Bhat,21,Male,isaac.bhat52@outlook.com,8803991564,8,15,5,2229545,2669524,7,3,B.E.,0,Shortlisted
Chaman Trivedi,43,Female,chaman.trivedi35@outlook.com,7615462667,2,2,2,640203,1183222,2,0,MCA,3,Rejected
Bakhshi Mital,54,Male,bakhshi.mital42@yahoo.com,7421952112,8,7,4,3680552,4270037,18,5,B.E.,0,Rejected
Vrishti Raval,22,Female,vrishti.raval19@yahoo.com,9455525025,9,15,3,2915442,3624970,14,1,M.Tech,0,Rejected
Mohammed Roy,30,Male,mohammed.roy30@yahoo.com,6242467372,3,0,2,759940,1250823,1,1,MSc,0,Rejected
Yutika More,23,Female,yutika.more94@outlook.com,7820899893,2,3,2,154390,260852,0,0,MBA,0,Rejected
Warda Bir,51,Female,warda.bir61@gmail.com,6360405008,6,4,3,2056037,2674475,15,4,BSc Computer Science,0,Shortlisted
Lila Naik,46,Female,lila.naik97@yahoo.com,9520796561,3,8,4,1967615,2304767,10,3,M.Tech,0,Shortlisted
Faris Walla,28,Male,faris.walla32@gmail.com,6368754218,3,2,2,936436,1209519,3,1,B.E.,1,Rejected
Bina Kala,53,Female,bina.kala27@outlook.com,9324334213,3,0,2,914143,1795280,4,1,MBA,1,Rejected
Waida Pau,30,Female,waida.pau74@gmail.com,8249151462,9,11,4,2637717,3380847,10,1,B.E.,0,Shortlisted
Aadi Lalla,27,Male,aadi.lalla9@outlook.com,8930563035,3,3,2,164613,200724,0,0,Diploma,0,Rejected
Jeet Keer,41,Male,jeet.keer80@outlook.com,6176035504,7,10,3,1366369,1613997,8,4,BSc Computer Science,0,Shortlisted
Maya Rastogi,48,Female,maya.rastogi24@yahoo.com,6848465926,5,13,4,2575558,3432526,7,5,B.E.,0,Shortlisted
Parth Khurana,48,Male,parth.khurana26@yahoo.com,9635612179,9,12,5,1764666,2309913,16,3,B.E.,1,Shortlisted
Nitara Dora,42,Female,nitara.dora78@yahoo.com,6164135440,10,9,2,2647347,3592278,13,5,B.E.,0,Shortlisted
Bhavna Raghavan,27,Female,bhavna.raghavan40@gmail.com,6213755413,3,1,1,970634,1263596,3,1,Diploma,0,Rejected
Finn Ramakrishnan,38,Male,finn.ramakrishnan17@outlook.com,8184014041,10,14,3,3390013,3763363,13,5,B.E.,0,Shortlisted
Vritti Dugal,40,Female,vritti.dugal44@yahoo.com,6810517657,3,5,2,3875279,5067827,19,1,B.E.,0,Shortlisted
Riya Devi,35,Female,riya.devi32@yahoo.com,7182165482,2,1,1,997918,1667825,0,1,B.E.,2,Shortlisted
Devika Balakrishnan,47,Female,devika.balakrishnan9@yahoo.com,9839658466,1,2,2,347583,640122,1,1,MBA,3,Rejected
Yatin Gupta,46,Male,yatin.gupta68@yahoo.com,8548793242,2,3,1,232113,343111,4,1,B.E.,2,Rejected
Jatin Chahal,21,Male,jatin.chahal19@gmail.com,9630881857,0,3,1,558650,787422,0,0,M.Tech,0,Rejected
Omya Gupta,27,Female,omya.gupta39@yahoo.com,8729615272,2,3,0,801145,979141,4,1,M.Tech,4,Rejected
Chatresh Sundaram,43,Male,chatresh.sundaram75@outlook.com,7650742277,3,0,2,821040,1581600,1,0,MBA,4,Rejected
Chameli Dewan,33,Female,chameli.dewan36@gmail.com,9294554265,6,12,2,3971027,5301299,15,1,M.Tech,0,Shortlisted
Gautami Gulati,21,Female,gautami.gulati19@gmail.com,9735597090,8,13,5,3687819,4883793,12,2,MCA,0,Shortlisted
Adweta Sastry,30,Female,adweta.sastry66@gmail.com,8680037105,9,10,4,2955811,4126186,14,2,B.E.,0,Shortlisted
Devansh Dube,38,Male,devansh.dube18@yahoo.com,8350986552,4,5,5,1479443,1792635,18,5,B.E.,0,Rejected
Yash Bhagat,32,Male,yash.bhagat2@outlook.com,6230724434,1,2,2,409959,635158,1,1,MSc,0,Rejected
Omya Jaggi,35,Female,omya.jaggi24@yahoo.com,6584716210,3,10,4,1768450,1996130,11,4,BSc Computer Science,0,Shortlisted
Bina Rai,40,Female,bina.rai89@gmail.com,7895735383,2,3,1,735911,1261832,0,0,BCA,1,Rejected
Riya Sarin,27,Female,riya.sarin63@yahoo.com,6141492215,3,3,2,247959,490752,1,0,B.E.,4,Rejected
Suhani Kapoor,34,Female,suhani.kapoor89@outlook.com,7844172787,3,15,4,3114428,4014302,10,3,M.Tech,0,Shortlisted
Shivansh Keer,53,Male,shivansh.keer34@outlook.com,7594423694,3,4,4,846473,951449,11,2,M.Tech,0,Shortlisted
Irya Lall,51,Female,irya.lall97@gmail.com,6637391713,6,8,3,4195172,5281057,20,4,BSc Computer Science,0,Shortlisted
Chandani Dara,39,Female,chandani.dara87@outlook.com,7793326618,2,3,1,77620,109515,0,0,MCA,4,Rejected
Jackson Mishra,37,Male,jackson.mishra14@gmail.com,8131497505,2,0,0,58348,89072,4,1,Diploma,4,Rejected
Chatura Kala,54,Male,chatura.kala96@gmail.com,9440836569,6,8,2,3988510,5098810,20,1,BSc Computer Science,0,Shortlisted
Banjeet Raju,49,Male,banjeet.raju81@yahoo.com,6859776593,0,3,0,769451,1448283,3,0,MSc,3,Rejected
Anya Golla,48,Female,anya.golla22@outlook.com,8716858059,3,1,0,717769,878344,0,1,BSc Computer Science,1,Shortlisted
Mitesh Dora,52,Male,mitesh.dora5@yahoo.com,6249565369,1,0,1,303973,390499,4,0,MBA,3,Rejected
Vedhika Trivedi,28,Female,vedhika.trivedi94@outlook.com,9705111339,4,6,5,2880498,3890555,10,4,B.E.,0,Shortlisted
Nidhi Raman,48,Female,nidhi.raman96@yahoo.com,9845330853,2,1,2,926082,1384933,3,0,B.E.,0,Rejected
Ikshita Ghosh,22,Female,ikshita.ghosh35@gmail.com,8638748670,1,3,2,469397,885711,2,1,Diploma,3,Rejected
Chavvi Magar,47,Female,chavvi.magar64@gmail.com,9876842131,3,9,3,1566476,1894971,9,3,BSc Computer Science,0,Shortlisted
Victor Dutta,33,Male,victor.dutta11@yahoo.com,7721079641,6,14,5,3485519,4324129,12,2,M.Tech,0,Shortlisted
Wakeeta Mitter,40,Female,wakeeta.mitter95@gmail.com,6688874973,8,13,5,1784457,1970001,12,1,B.E.,0,Shortlisted
Manan Sahni,54,Male,manan.sahni2@yahoo.com,8216702401,1,0,1,66848,126148,2,1,MSc,1,Rejected
Unnati Srinivas,50,Female,unnati.srinivas41@gmail.com,6113138824,2,0,0,82829,155812,0,1,MSc,1,Rejected
Kritika Gopal,24,Female,kritika.gopal14@yahoo.com,9264657710,6,9,4,1065507,1348100,7,5,B.E.,0,Shortlisted
Zansi Sura,24,Female,zansi.sura39@outlook.com,8709492218,8,11,5,1378826,1733669,5,5,MCA,0,Shortlisted
Bakhshi Kala,53,Male,bakhshi.kala61@gmail.com,9137768754,0,3,0,314125,616586,3,1,MSc,0,Rejected
Qabil Vyas,41,Male,qabil.vyas93@yahoo.com,6373295663,0,3,2,950423,1802865,2,0,BCA,0,Rejected
Damyanti Soni,54,Female,damyanti.soni49@yahoo.com,7847202276,4,15,2,1915238,2193704,14,4,BSc Computer Science,0,Shortlisted
Upma Suri,47,Female,upma.suri16@outlook.com,9976092325,1,2,1,291145,481144,4,0,MCA,0,Rejected
Samuel Ramesh,44,Male,samuel.ramesh66@gmail.com,7839495909,3,1,2,448672,789043,2,0,B.E.,2,Rejected
Indrajit Varty,25,Male,indrajit.varty96@yahoo.com,9527305312,2,3,1,107461,156797,2,1,MCA,3,Rejected
Mohammed Gara,35,Male,mohammed.gara94@yahoo.com,6193115303,7,6,2,2945754,3711274,18,5,M.Tech,1,Shortlisted
Panini Sood,27,Female,panini.sood26@yahoo.com,8725916632,1,2,1,909952,1783457,3,1,M.Tech,2,Rejected
Tanveer Ghosh,49,Male,tanveer.ghosh73@outlook.com,9529048402,0,0,2,299408,420980,3,1,BSc Computer Science,3,Rejected
Wyatt Tella,27,Male,wyatt.tella38@outlook.com,8882129294,3,8,2,4338747,5968627,13,2,B.E.,0,Shortlisted
Faras Bhatia,40,Male,faras.bhatia63@gmail.com,9279407717,1,2,1,150070,276685,1,0,B.E.,2,Shortlisted
Balvan Sehgal,31,Male,balvan.sehgal58@gmail.com,9197829536,4,4,3,3437698,4127398,16,2,B.E.,0,Shortlisted
Ansh Lal,39,Male,ansh.lal33@gmail.com,6886461637,4,10,2,3122821,3530902,19,2,BSc Computer Science,0,Shortlisted
Akshay Ratta,54,Male,akshay.ratta43@yahoo.com,6909638181,0,3,2,106789,145794,2,1,M.Tech,4,Rejected
Ranveer Mallick,36,Male,ranveer.mallick5@outlook.com,9894849599,9,12,3,3202774,4353146,20,3,B.E.,0,Shortlisted
Neel Srivastava,35,Male,neel.srivastava69@yahoo.com,6378670777,0,0,0,351925,519637,3,1,MCA,1,Rejected
Wishi Sarraf,51,Female,wishi.sarraf56@gmail.com,7315618503,1,0,0,203779,304164,3,0,B.E.,0,Rejected
